sample,"NP,np","NP,NP,NP","S,NP,S","S,NP,VP","S,S,NP","S,VP,NP","S,VP","V,v","VP,NP,V","VP,NP,VP","VP,V,NP","VP,V","VP,VP,NP",lang,run,bias
1790,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1791,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1792,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1793,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1794,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1795,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1796,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1797,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1798,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1799,1,0,0,0.4848484848484848,0.3939393939393939,0,0.1212121212121212,1,0.075,0,0,0.925,0,English,10,Biased
1800,1,0,0,0.4545454545454545,0.3939393939393939,0,0.1515151515151515,1,0.125,0,0,0.875,0,English,10,Biased
1801,1,0,0,0.4242424242424242,0.3939393939393939,0,0.1818181818181818,1,0.175,0,0,0.825,0,English,10,Biased
1802,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1803,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1804,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1805,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1806,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1807,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1808,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1809,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1810,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1811,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1812,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1813,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1814,1,0,0,0.4696969696969697,0.3939393939393939,0,0.1363636363636363,1,0.1,0,0,0.9,0,English,10,Biased
1815,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1816,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1817,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1818,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1819,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1820,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1821,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1822,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1823,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1824,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1825,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1826,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1827,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1828,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1829,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1830,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1831,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1832,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1833,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1834,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1835,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1836,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1837,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1838,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1839,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1840,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1841,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1842,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1843,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1844,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1845,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1846,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1847,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1848,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1849,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1850,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1851,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1852,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1853,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1854,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1855,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1856,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1857,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1858,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1859,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1860,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1861,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1862,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1863,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1864,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1865,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1866,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1867,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1868,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1869,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1870,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1871,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1872,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1873,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1874,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1875,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1876,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1877,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1878,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1879,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1880,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1881,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1882,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1883,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1884,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1885,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1886,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1887,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1888,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1889,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1890,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1891,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1892,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1893,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1894,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1895,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1896,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1897,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1898,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1899,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1900,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1901,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1902,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1903,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1904,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1905,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1906,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1907,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1908,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1909,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1910,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1911,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1912,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1913,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1914,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1915,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1916,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1917,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1918,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1919,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1920,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1921,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1922,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1923,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1924,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1925,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1926,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1927,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1928,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1929,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1930,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1931,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1932,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1933,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1934,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1935,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1936,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1937,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1938,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1939,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1940,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1941,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1942,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1943,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1944,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1945,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1946,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1947,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1948,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1949,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1950,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1951,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1952,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1953,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1954,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1955,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1956,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1957,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1958,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1959,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1960,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1961,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1962,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1963,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1964,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1965,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1966,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1967,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1968,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1969,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1970,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1971,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1972,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1973,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1974,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1975,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1976,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1977,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1978,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1979,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1980,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1981,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1982,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1983,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1984,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1985,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1986,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1987,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1988,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1989,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1990,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1991,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1992,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1993,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1994,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1995,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1996,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1997,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
1998,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
1999,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
2000,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
2001,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
2002,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
2003,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
2004,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2005,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2006,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2007,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2008,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2009,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2010,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2011,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2012,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2013,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
2014,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2015,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2016,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2017,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2018,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2019,0.8714285714285714,0.1285714285714285,0,0.8,0,0,0.2,1,0,0,0.5,0.5,0,English,10,Biased
2020,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2021,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2022,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2023,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
2024,0.8714285714285714,0.1285714285714285,0,0,0,0.5,0.5,1,0.8,0,0,0.2,0,English,10,Biased
