bias,lang,run,sample,"NP,np","NP,NP,NP","S,NP,S","S,NP,VP","S,S,NP","S,VP,NP","S,VP","V,v","VP,NP,V","VP,NP,VP","VP,V,NP","VP,V","VP,VP,NP"
Biased,French,1,1091,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1092,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1093,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1094,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1095,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1096,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1097,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1098,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1099,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1100,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1101,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1102,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1103,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1104,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1105,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1106,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1107,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1108,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1109,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1110,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1111,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1112,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1113,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1114,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1115,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1116,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1117,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1118,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1119,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1120,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1121,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1122,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1123,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1124,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1125,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1126,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1127,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1128,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1129,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1130,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1131,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1132,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1133,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1134,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1135,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1136,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1137,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1138,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1139,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1140,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1141,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1142,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1143,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1144,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1145,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1146,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1147,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1148,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1149,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1150,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1151,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1152,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1153,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1154,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1155,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1156,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1157,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1158,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1159,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1160,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1161,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1162,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1163,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1164,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1165,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1166,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1167,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1168,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1169,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1170,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1171,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1172,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1173,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1174,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1175,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1176,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1177,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1178,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1179,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1180,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1181,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1182,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1183,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1184,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1185,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1186,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1187,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1188,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1189,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1190,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1191,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1192,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1193,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1194,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1195,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1196,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1197,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1198,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1199,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1200,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1201,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1202,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1203,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1204,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1205,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1206,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1207,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1208,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1209,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1210,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1211,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1212,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1213,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1214,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1215,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1216,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1217,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1218,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1219,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1220,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1221,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1222,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1223,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1224,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1225,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1226,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1227,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1228,1,0,0,0,0.285714286,0,0.714285714,1,0.65,0.166666667,0,0.183333333,0
Biased,French,1,1229,1,0,0,0,0.285714286,0,0.714285714,1,0.677966102,0.152542373,0,0.169491525,0
Biased,French,1,1230,1,0,0,0,0.285714286,0,0.714285714,1,0.62295082,0.180327869,0,0.196721311,0
Biased,French,1,1231,1,0,0,0,0.285714286,0,0.714285714,1,0.62295082,0.180327869,0,0.196721311,0
Biased,French,1,1232,1,0,0,0,0.285714286,0,0.714285714,1,0.706896552,0.137931034,0,0.155172414,0
Biased,French,1,1233,1,0,0,0,0.285714286,0,0.714285714,1,0.706896552,0.137931034,0,0.155172414,0
Biased,French,1,1234,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1235,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1236,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1237,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1238,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1239,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1240,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1241,0.8625,0.1375,0,0.82,0,0,0.18,1,0,0,0.34,0.66,0
Biased,French,1,1242,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1243,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1244,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1245,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1246,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1247,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1248,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,French,1,1249,0.8625,0.1375,0,0,0,0.34,0.66,1,0.82,0,0,0.18,0
Biased,Japanese,1,0,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,1,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,2,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,3,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,4,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,5,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,6,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,7,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,8,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,9,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,10,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,11,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,12,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,13,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,14,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,15,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,16,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,17,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,18,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,19,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,20,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,21,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,22,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,23,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,24,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,25,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,26,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,27,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,28,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,29,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,30,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,31,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,32,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,33,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,34,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,35,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,36,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,37,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,38,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,39,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,40,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,41,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,42,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,43,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,44,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,45,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,46,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,47,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,48,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,49,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,50,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,51,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,52,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,53,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,54,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,55,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,56,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,57,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,58,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,59,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,60,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,61,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,62,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,63,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,64,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,65,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,66,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,67,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,68,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,69,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,70,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,71,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,72,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,73,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,74,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,75,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,76,1,0,0.264705882,0,0,0.058823529,0.676470588,1,0,0,0,1,0
Biased,Japanese,1,77,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,78,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,79,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,80,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,81,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,82,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,83,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,84,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,85,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,86,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,87,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,88,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,89,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,90,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,91,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,92,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,93,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,94,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,95,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,96,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,97,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,98,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,99,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,100,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,101,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,102,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,103,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,104,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,105,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,106,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,107,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
Biased,Japanese,1,108,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,109,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,110,1,0,0.25,0,0.055555556,0,0.694444444,1,0,0,0,1,0
Biased,Japanese,1,111,1,0,0,0,0,0.08,0.92,1,0,0.264705882,0,0.735294118,0
Biased,Japanese,1,112,1,0,0,0,0,0,1,1,0,0.264705882,0.058823529,0.676470588,0
